Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Response,EHR_Use_Footnote,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
440039,VANDERBILT UNIVERSITY HOSPITAL,1211 22ND AVE S B334 VUH ,NASHVILLE,TN,37232,Davidson,0.09,58.95,26914.0,nan,0.11,72.17,26914,nan,nan,Not Available,Not Available,1.0,72.57,701,966,nan,52.80,510,966,nan,96.15,475,494,nan,99.77,425,426,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,61.09,146,239,nan,36.82,88,239,nan,07/01/2014,06/30/2015,93.00,319,343,nan,99,804,816,nan,10/01/2015,03/31/2016
440040,PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DR ,LINDEN,TN,37096,Perry,0.0,0.0,1869.0,nan,0.0,0,1869,nan,66.67,12,18,nan,100.00,159,159,nan,97.48,155,159,nan,0.00,0,159,nan,100.00,159,159,nan,Tobacco Use Treatment (during the hospital stay),0.00,0,24,nan,0.00,0,24,nan,No,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,85,85,nan,94,34,36,nan,10/01/2015,03/31/2016
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700 ,MEMPHIS,TN,38104,Shelby,0.0,0.5,21703.0,nan,0.0,0,21703,nan,nan,Not Available,Not Available,1.0,97.65,249,255,nan,96.08,245,255,nan,99.73,369,370,nan,82.97,307,370,nan,Tobacco Use Treatment (during the hospital stay),39.84,100,251,nan,16.73,42,251,nan,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,23.26,20,86,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,170,170,nan,97,36,37,nan,10/01/2015,03/31/2016
440050,TAKOMA REGIONAL HOSPITAL,401 TAKOMA AVE ,GREENEVILLE,TN,37743,Greene,0.3,13.25,1848.0,nan,0.0,0,1848,nan,0.0,0,12,nan,98.60,212,215,nan,98.60,212,215,nan,99.43,173,174,nan,100.00,173,173,nan,Tobacco Use Treatment (during the hospital stay),93.33,14,15,nan,Not Available,Not Available,Not Available,1.0,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,50.00,14,28,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,82,82,nan,92,23,25,nan,10/01/2015,03/31/2016
440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,185 HOSPITAL RD ,WINCHESTER,TN,37398,Franklin,0.0,0.0,2201.0,nan,0.0,0,2201,nan,nan,Not Available,Not Available,1.0,99.37,157,158,nan,99.37,157,158,nan,100.00,146,146,nan,100.00,145,145,nan,Tobacco Use Treatment (during the hospital stay),85.71,18,21,nan,76.19,16,21,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,95.18,79,83,nan,85,190,224,nan,10/01/2015,03/31/2016
440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD ,JOHNSON CITY,TN,37604,Washington,0.08,47.23,25613.0,nan,0.0,0,25613,nan,nan,Not Available,Not Available,1.0,99.65,1133,1137,nan,98.77,1123,1137,nan,99.85,648,649,nan,94.36,602,638,nan,Tobacco Use Treatment (during the hospital stay),96.61,427,442,nan,13.12,58,442,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,40.00,18,45,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,91.41,447,489,nan,98,7009,7147,nan,10/01/2015,03/31/2016
440068,STARR REGIONAL MEDICAL CENTER ATHENS,1114 W MADISON AVE ,ATHENS,TN,37371,McMinn,0.0,0.0,3183.0,nan,0.0,0,3183,nan,nan,0,0,7.0,98.05,252,257,nan,96.89,249,257,nan,100.00,145,145,nan,100.00,145,145,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,93.55,116,124,nan,88,23,26,nan,10/01/2015,03/31/2016
440082,SAINT THOMAS WEST HOSPITAL,4220 HARDING RD ,NASHVILLE,TN,37205,Davidson,95.9,8403.1,3651.0,nan,0.0,0,3651,nan,nan,Not Available,Not Available,1.0,61.49,107,174,nan,37.36,65,174,nan,55.83,67,120,nan,98.32,117,119,nan,Tobacco Use Treatment (during the hospital stay),86.67,13,15,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,70.83,17,24,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,92.75,64,69,nan,88,30,34,nan,10/01/2015,03/31/2016
440083,TENNOVA HEALTHCARE - JAMESTOWN,436 CENTRAL AVE W ,JAMESTOWN,TN,38556,Fentress,0.0,0.0,1880.0,nan,0.0,0,1880,nan,nan,Not Available,Not Available,1.0,94.38,151,160,nan,90.63,145,160,nan,91.97,126,137,nan,99.26,134,135,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,50.00,17,34,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,98.53,67,68,nan,Not Available,Not Available,Not Available,1.0,10/01/2015,03/31/2016
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,8200 WALNUT HILL LANE ,DALLAS,TX,75231,Dallas,0.04,9.05,9715.0,nan,0.0,.75,9715,nan,84.72,61,72,nan,65.92,673,1021,nan,56.32,575,1021,nan,62.17,332,534,nan,100.00,564,564,nan,Tobacco Use Treatment (during the hospital stay),67.67,180,266,nan,57.52,153,266,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,54.80,137,250,nan,29.20,73,250,nan,07/01/2014,06/30/2015,99.49,195,196,nan,88,119,135,nan,10/01/2015,03/31/2016
440102,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD ,FAYETTEVILLE,TN,37334,Lincoln,0.0,0.0,1143.0,nan,0.0,0,1143,nan,nan,0,0,7.0,Not Available,0,0,7.0,Not Available,0,0,7.0,100.00,59,59,nan,100.00,59,59,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,10/01/2015,03/31/2016
440104,ERLANGER MEDICAL CENTER,975 E 3RD ST ,CHATTANOOGA,TN,37403,Hamilton,0.0,0.0,4181.0,nan,0.0,0,4181,nan,nan,Not Available,Not Available,1.0,99.55,220,221,nan,100.00,221,221,nan,Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,96.04,97,101,nan,100,30,30,nan,10/01/2015,03/31/2016
440120,PHYSICIANS REGIONAL MEDICAL CENTER,900 E OAK HILL AVE ,KNOXVILLE,TN,37917,Knox,0.0,0.0,754.0,nan,7.36,133.17,754,nan,nan,Not Available,Not Available,1.0,95.58,389,407,nan,95.33,388,407,nan,84.29,472,560,nan,91.89,510,555,nan,Tobacco Use Treatment (during the hospital stay),25.93,70,270,nan,22.22,60,270,nan,No,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,51.49,104,202,nan,30.20,61,202,nan,07/01/2014,06/30/2015,94.88,315,332,nan,63,580,923,nan,10/01/2015,03/31/2016
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AVE ,PARIS,TN,38242,Henry,0.0,0.0,2074.0,nan,0.0,0,2074,nan,nan,Not Available,Not Available,1.0,99.29,279,281,nan,98.22,276,281,nan,98.83,169,171,nan,99.56,225,226,nan,Tobacco Use Treatment (during the hospital stay),97.71,128,131,nan,18.32,24,131,nan,No,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,55.74,34,61,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,76.06,54,71,nan,96,22,23,nan,10/01/2015,03/31/2016
440151,ST THOMAS RIVER PARK HOSPITAL,1559 SPARTA ST ,MCMINNVILLE,TN,37110,Warren,0.0,0.0,791.0,nan,0.0,0,791,nan,nan,Not Available,Not Available,1.0,41.89,31,74,nan,31.08,23,74,nan,69.23,45,65,nan,82.81,53,64,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,78.18,43,55,nan,Not Available,Not Available,Not Available,5.0,10/01/2015,03/31/2016
440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE ,CHATTANOOGA,TN,37404,Hamilton,0.04,9.92,11260.0,nan,0.05,13.92,11260,nan,nan,Not Available,Not Available,1.0,91.84,349,380,nan,90.79,345,380,nan,99.52,616,619,nan,99.68,620,622,nan,Tobacco Use Treatment (during the hospital stay),87.84,260,296,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,44.93,93,207,nan,20.77,43,207,nan,07/01/2014,06/30/2015,96.45,299,310,nan,64,176,274,nan,10/01/2015,03/31/2016
440159,DELTA MEDICAL CENTER,3000 GETWELL RD ,MEMPHIS,TN,38118,Shelby,0.06,55.13,36716.0,nan,0.01,8.83,36716,nan,98.13,105,107,nan,86.61,550,635,nan,86.30,548,635,nan,74.27,433,583,nan,98.29,575,585,nan,Tobacco Use Treatment (during the hospital stay),40.44,91,225,nan,21.33,48,225,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,36.45,195,535,nan,22.06,118,535,nan,07/01/2014,06/30/2015,36.91,110,298,nan,91,161,177,nan,10/01/2015,03/31/2016
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON ST ,NASHVILLE,TN,37203,Davidson,0.0,3.38,44421.0,nan,0.05,54.57,44421,nan,93.75,15,16,nan,94.58,716,757,nan,94.19,713,757,nan,99.86,721,722,nan,99.59,721,724,nan,Tobacco Use Treatment (during the hospital stay),95.01,362,381,nan,12.07,46,381,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,47.10,325,690,nan,22.90,158,690,nan,07/01/2014,06/30/2015,100.00,432,432,nan,83,4029,4877,nan,10/01/2015,03/31/2016
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD ,KNOXVILLE,TN,37923,Knox,0.0,0.0,5406.0,nan,0.0,0,5406,nan,52.17,12,23,nan,98.95,471,476,nan,80.67,384,476,nan,100.00,386,386,nan,100.00,404,404,nan,Tobacco Use Treatment (during the hospital stay),66.67,26,39,nan,56.41,22,39,nan,No,nan,Non-Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,64.52,20,31,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,234,234,nan,84,157,186,nan,10/01/2015,03/31/2016
440183,ST FRANCIS HOSPITAL,5959 PARK AVE ,MEMPHIS,TN,38119,Shelby,0.17,29.75,7277.0,nan,0.0,0,7277,nan,43.75,14,32,nan,33.33,156,468,nan,14.10,66,468,nan,99.83,595,596,nan,97.47,577,592,nan,Tobacco Use Treatment (during the hospital stay),72.78,131,180,nan,57.22,103,180,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,56.52,52,92,nan,25.00,23,92,nan,07/01/2014,06/30/2015,93.30,167,179,nan,88,68,77,nan,10/01/2015,03/31/2016
440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST ,LIVINGSTON,TN,38570,Overton,0.0,0.05,3033.0,nan,0.06,4.4,3033,nan,nan,Not Available,Not Available,1.0,99.47,189,190,nan,97.37,185,190,nan,99.44,179,180,nan,100.00,180,180,nan,Tobacco Use Treatment (during the hospital stay),42.86,15,35,nan,31.43,11,35,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,60.61,20,33,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,98.85,86,87,nan,84,86,102,nan,10/01/2015,03/31/2016
440192,SAINT THOMAS HIGHLANDS HOSPITAL,401 SEWELL DR ,SPARTA,TN,38583,White,0.0,0.0,1775.0,nan,0.0,0,1775,nan,nan,Not Available,Not Available,1.0,98.80,82,83,nan,96.39,80,83,nan,98.09,154,157,nan,99.36,156,157,nan,Tobacco Use Treatment (during the hospital stay),93.75,15,16,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,38.24,13,34,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,97.01,130,134,nan,100,20,20,nan,10/01/2015,03/31/2016
440193,TENNOVA HEALTHCARE-LEBANON,1411 W BADDOUR PKWY ,LEBANON,TN,37087,Wilson,0.06,9.83,6622.0,nan,0.74,117,6622,nan,nan,Not Available,Not Available,1.0,89.38,202,226,nan,85.40,193,226,nan,96.34,606,629,nan,97.93,615,628,nan,Tobacco Use Treatment (during the hospital stay),69.55,281,404,nan,17.57,71,404,nan,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,59.84,76,127,nan,30.71,39,127,nan,07/01/2014,06/30/2015,90.07,272,302,nan,73,24,33,nan,10/01/2015,03/31/2016
440200,STONES RIVER HOSPITAL,324 DOOLITTLE RD ,WOODBURY,TN,37190,Cannon,0.06,5.33,3591.0,nan,0.0,0,3591,nan,nan,Not Available,Not Available,1.0,92.49,197,213,nan,90.14,192,213,nan,98.00,196,200,nan,100.00,224,224,nan,Tobacco Use Treatment (during the hospital stay),84.78,39,46,nan,26.09,12,46,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,82.30,93,113,nan,97,175,180,nan,10/01/2015,03/31/2016
440231,TRUSTPOINT HOSPITAL,1009 NORTH THOMPSON LANE ,MURFREESBORO,TN,37129,Rutherford,0.12,55.7,18803.0,nan,0.47,212.61,18803,nan,nan,Not Available,Not Available,1.0,72.19,327,453,nan,63.36,287,453,nan,55.51,247,445,nan,100.00,606,606,nan,Tobacco Use Treatment (during the hospital stay),76.67,230,300,nan,67.00,201,300,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,48.29,113,234,nan,20.09,47,234,nan,07/01/2014,06/30/2015,50.62,697,1377,nan,91,471,518,nan,10/01/2015,03/31/2016
441307,RIVERVIEW REGIONAL MEDICAL CENTER,158 HOSPITAL DR ,CARTHAGE,TN,37030,Smith,0.0,0.0,1356.0,nan,0.0,0,1356,nan,nan,Not Available,Not Available,1.0,99.01,100,101,nan,99.01,100,101,nan,100.00,97,97,nan,100.00,96,96,nan,Tobacco Use Treatment (during the hospital stay),55.17,16,29,nan,51.72,15,29,nan,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,90.91,40,44,nan,100,26,26,nan,10/01/2015,03/31/2016
441319,CUMBERLAND RIVER HOSPITAL,100 OLD JEFFERSON ST ,CELINA,TN,38551,Clay,0.0,0.0,1544.0,nan,0.0,0,1544,nan,nan,Not Available,Not Available,1.0,100.00,167,167,nan,92.22,154,167,nan,52.17,84,161,nan,99.38,161,162,nan,Tobacco Use Treatment (during the hospital stay),40.00,12,30,nan,36.67,11,30,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,93.06,67,72,nan,82,28,34,nan,10/01/2015,03/31/2016
444002,MOCCASSIN BEND MENTAL HEALTH INSTITUTE,100 MOCCASIN BEND ROAD ,CHATTANOOGA,TN,37405,Hamilton,0.26,184.03,29648.0,nan,0.07,48.35,29648,nan,nan,0,0,7.0,96.22,712,740,nan,89.19,660,740,nan,93.30,390,418,nan,95.32,387,406,nan,Tobacco Use Treatment (during the hospital stay),67.39,155,230,nan,55.22,127,230,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,48.95,93,190,nan,23.68,45,190,nan,07/01/2014,06/30/2015,83.59,275,329,nan,Not Available,Not Available,Not Available,5.0,10/01/2015,03/31/2016
444003,RIDGEVIEW PSYCHIATRIC HOSPITAL AND CENTER,240 W TYRONE RD ,OAK RIDGE,TN,37830,Anderson,0.02,2.35,4373.0,nan,0.06,6.5,4373,nan,72.0,18,25,nan,100.00,414,414,nan,99.52,412,414,nan,99.76,824,826,nan,100.00,826,826,nan,Tobacco Use Treatment (during the hospital stay),100.00,487,487,nan,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,74.65,53,71,nan,52.11,37,71,nan,07/01/2014,06/30/2015,19.76,82,415,nan,66,177,269,nan,10/01/2015,03/31/2016
444004,LAKESIDE BEHAVIORAL HEALTH SYSTEM,2911 BRUNSWICK RD ,MEMPHIS,TN,38133,Shelby,0.04,82.88,83943.0,nan,0.07,140.5,83943,nan,nan,Not Available,Not Available,1.0,95.51,1597,1672,nan,95.22,1592,1672,nan,94.29,891,945,nan,99.79,952,954,nan,Tobacco Use Treatment (during the hospital stay),98.94,561,567,nan,14.11,80,567,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,42.27,380,899,nan,20.36,183,899,nan,07/01/2014,06/30/2015,89.97,556,618,nan,56,412,734,nan,10/01/2015,03/31/2016
444005,BEHAVIORAL HEALTHCARE CENTER AT MARTIN,458 HANNINGS LN ,MARTIN,TN,38237,Weakley,0.0,0.08,3338.0,nan,0.0,0,3338,nan,nan,Not Available,Not Available,1.0,100.00,196,196,nan,100.00,196,196,nan,95.92,188,196,nan,96.94,190,196,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,91.67,88,96,nan,18,11,62,nan,10/01/2015,03/31/2016
444007,ROLLING HILLS PSYCHIATRIC HOSPITAL,2014 QUAIL HOLLOW CIRCLE ,FRANKLIN,TN,37067,Williamson,0.02,14.06,25677.0,nan,0.0,2.65,25677,nan,90.91,20,22,nan,99.80,1001,1003,nan,95.31,956,1003,nan,99.79,473,474,nan,100.00,474,474,nan,Tobacco Use Treatment (during the hospital stay),70.04,187,267,nan,56.55,151,267,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,61.67,111,180,nan,38.89,70,180,nan,07/01/2014,06/30/2015,64.96,241,371,nan,64,252,395,nan,10/01/2015,03/31/2016
444008,WESTERN MENTAL HEALTH INSTITUTE,11100 HIGHWAY 64 ,BOLIVAR,TN,38008,Hardeman,1.39,435.52,13095.0,nan,0.34,107.43,13095,nan,nan,Not Available,Not Available,1.0,98.26,621,632,nan,96.99,613,632,nan,96.93,410,423,nan,98.57,413,419,nan,Tobacco Use Treatment (during the hospital stay),95.52,277,290,nan,90.34,262,290,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,44.44,40,90,nan,18.89,17,90,nan,07/01/2014,06/30/2015,81.25,234,288,nan,89,423,474,nan,10/01/2015,03/31/2016
444010,"PATHWAYS OF TENNESSEE, INC",238 SUMMAR DR ,JACKSON,TN,38301,Madison,0.0,0.0,2954.0,nan,0.0,0,2954,nan,nan,0,0,7.0,100.00,713,713,nan,83.59,596,713,nan,97.05,692,713,nan,99.30,708,713,nan,Tobacco Use Treatment (during the hospital stay),99.03,508,513,nan,99.03,508,513,nan,Yes,nan,Certified EHR Technology,nan,No,nan,01/01/2015,12/31/2015,58.62,17,29,nan,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,0.00,0,389,nan,71,162,229,nan,10/01/2015,03/31/2016
444014,MIDDLE TN MENTAL HEALTH INSTITUTE,221 STEWARTS FERRY PIKE ,NASHVILLE,TN,37214,Davidson,0.34,179.2,21881.0,nan,0.41,213.37,21881,nan,nan,Not Available,Not Available,1.0,97.14,712,733,nan,96.59,708,733,nan,97.49,233,239,nan,98.33,235,239,nan,Tobacco Use Treatment (during the hospital stay),90.78,128,141,nan,54.61,77,141,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,43.56,44,101,nan,23.76,24,101,nan,07/01/2014,06/30/2015,93.32,349,374,nan,56,396,709,nan,10/01/2015,03/31/2016
444019,BEHAVIORAL HEALTHCARE CENTER AT CLARKSVILLE,930 PROFESSIONAL PARK DRIVE ,CLARKSVILLE,TN,37040,Montgomery,2.12,208.95,4108.0,nan,0.0,0,4108,nan,nan,0,0,7.0,100.00,245,245,nan,100.00,245,245,nan,100.00,165,165,nan,62.42,103,165,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,7.0,Not Available,Not Available,Not Available,7.0,Yes,nan,Paper or Other Form,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,0.00,0,113,nan,28,19,68,nan,10/01/2015,03/31/2016
444021,BEHAVIORAL HEALTHCARE CENTER AT COLUMBIA,1400 ROSEWOOD DRIVE ,COLUMBIA,TN,38401,Maury,0.01,0.73,3682.0,nan,0.0,0,3682,nan,nan,Not Available,Not Available,1.0,97.45,268,275,nan,97.09,267,275,nan,97.80,89,91,nan,97.80,89,91,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,81.58,31,38,nan,34.21,13,38,nan,07/01/2014,06/30/2015,92.71,89,96,nan,45,68,152,nan,10/01/2015,03/31/2016
444022,TEN BROECK TENNESSEE,1 MEDICAL CENTER BLVD 5 WEST ,COOKEVILLE,TN,38501,Putnam,0.0,0.0,5786.0,nan,0.2,28.35,5786,nan,nan,Not Available,Not Available,1.0,98.62,855,867,nan,93.77,813,867,nan,91.43,683,747,nan,82.89,620,748,nan,Tobacco Use Treatment (during the hospital stay),90.05,398,442,nan,42.53,188,442,nan,Yes,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,57.62,87,151,nan,37.09,56,151,nan,07/01/2014,06/30/2015,77.11,374,485,nan,85,155,183,nan,10/01/2015,03/31/2016
444023,OAK HILLS BEHAVIORAL CENTER,49 OLD HICKORY BLVD ,JACKSON,TN,38305,Madison,0.0,0.0,534.0,nan,0.0,0,534,nan,nan,Not Available,Not Available,1.0,66.67,22,33,nan,63.64,21,33,nan,90.00,27,30,nan,61.29,19,31,nan,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,No,nan,Paper or Other Form,nan,No,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,67.74,42,62,nan,Not Available,Not Available,Not Available,1.0,10/01/2015,03/31/2016
444024,"BEHAVIORAL HEALTHCARE CENTER AT MEMPHIS, INC",1505 N SECOND STREET ,MEMPHIS,TN,38107,Shelby,nan,nan,nan,5.0,nan,Not Available,Not Available,5.0,nan,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Tobacco Use Treatment (during the hospital stay),Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,Not Available,5.0,Not Available,5.0,Not Available,5.0,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,5.0,10/01/2015,03/31/2016
450002,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,2001 NORTH OREGON ST. ,EL PASO,TX,79902,El Paso,0.0,0.0,224.0,nan,0.0,0,224,nan,nan,Not Available,Not Available,1.0,99.17,238,240,nan,98.33,236,240,nan,99.08,216,218,nan,100.00,208,208,nan,Tobacco Use Treatment (during the hospital stay),92.86,13,14,nan,Not Available,Not Available,Not Available,1.0,Yes,nan,Certified EHR Technology,nan,Yes,nan,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,1.0,Not Available,Not Available,Not Available,1.0,07/01/2014,06/30/2015,100.00,57,57,nan,90,18,20,nan,10/01/2015,03/31/2016
